id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
27843,34,Wiraswasta,188798,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
27844,30,Wiraswasta,203488,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,44.0,<=7jt
27845,33,Wiraswasta,198452,D3,12,Cerai,Sales,Perempuan,0.0,0.0,45.0,<=7jt
27846,55,Wiraswasta,128045,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
27847,36,Pemerintah Negara,196348,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,>7jt
27848,56,Wiraswasta,286487,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,40390000.0,0.0,45.0,<=7jt
27849,40,Wiraswasta,140559,SMA,9,Menikah,Asisten Rumah Tangga,Perempuan,0.0,0.0,45.0,<=7jt
27850,37,Wiraswasta,160120,Master,14,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
27851,45,Pekerja Bebas Bukan Perusahan,77132,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,55.0,<=7jt
27852,50,Pekerja Bebas Bukan Perusahan,240612,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,60.0,<=7jt
27853,52,Wiraswasta,177366,SMA,9,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,20.0,<=7jt
27854,43,Wiraswasta,421837,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
27855,57,Wiraswasta,145189,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
27856,40,Pemerintah Lokal,202872,Master,14,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,>7jt
27857,31,Pekerja Bebas Bukan Perusahan,145162,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,>7jt
27858,42,Wiraswasta,191429,SMA,9,Menikah,Sales,Laki2,210336000.0,0.0,60.0,>7jt
27859,24,Pemerintah Lokal,117109,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,27.0,<=7jt
27860,28,Pemerintah Lokal,250135,Master,14,Menikah,Spesialis,Perempuan,0.0,26628000.0,55.0,<=7jt
27861,37,Wiraswasta,195148,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,43918000.0,0.0,40.0,<=7jt
27862,25,Wiraswasta,310864,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
27863,69,Pekerja Bebas Bukan Perusahan,92472,10th,6,Menikah LDR,Petani,Laki2,45822000.0,0.0,45.0,<=7jt
27864,44,Wiraswasta,336513,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,45.0,<=7jt
27865,17,Wiraswasta,195505,10th,6,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,5.0,<=7jt
27866,25,Wiraswasta,165622,Master,14,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,55.0,<=7jt
27867,22,Wiraswasta,33551,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
27868,50,Pekerja Bebas Bukan Perusahan,44368,SMA,9,Menikah,Sales,Laki2,210336000.0,0.0,55.0,>7jt
27869,32,Wiraswasta,364657,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,50.0,>7jt
27870,24,Pemerintah Provinsi,287988,Sarjana,13,Belum Pernah Menikah,Tentara,Laki2,0.0,0.0,40.0,<=7jt
27871,22,Wiraswasta,239098,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
27872,77,?,180425,Master,14,Menikah,?,Laki2,0.0,0.0,25.0,<=7jt
27873,22,Wiraswasta,209646,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,6.0,<=7jt
27874,33,Wiraswasta,157216,Master,14,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,<=7jt
27875,46,Wiraswasta,170850,Sarjana,13,Cerai,Mesin Inspeksi,Laki2,0.0,22260000.0,40.0,<=7jt
27876,35,Pemerintah Negara,372130,SMA,9,Menikah,Penjaga,Laki2,0.0,0.0,40.0,<=7jt
27877,47,Wiraswasta,331650,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,>7jt
27878,38,Wiraswasta,168322,SMA,9,Menikah,Supir,Laki2,0.0,0.0,60.0,<=7jt
27879,41,Wiraswasta,197344,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,54.0,<=7jt
27880,31,Pekerja Bebas Bukan Perusahan,340880,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,48.0,<=7jt
27881,29,Wiraswasta,394927,D4,11,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
27882,41,Wiraswasta,76625,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
27883,26,Wiraswasta,310907,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,35.0,<=7jt
27884,49,Wiraswasta,178160,D3,12,Janda,Sales,Perempuan,0.0,0.0,40.0,<=7jt
27885,39,Pekerja Bebas Perusahaan,51089,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,30.0,<=7jt
27886,24,Wiraswasta,137876,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,<=7jt
27887,21,Wiraswasta,204160,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,13.0,<=7jt
27888,24,Wiraswasta,251603,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,20.0,<=7jt
27889,38,Pemerintah Provinsi,190895,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
27890,48,Wiraswasta,352614,SMA,9,Menikah,Spesialis,Laki2,107632000.0,0.0,40.0,>7jt
27891,28,Pekerja Bebas Bukan Perusahan,209934,5th-6th,3,Menikah,Pembersih,Laki2,0.0,0.0,25.0,<=7jt
27892,31,Wiraswasta,191276,D4,11,Cerai,Pembersih,Perempuan,0.0,0.0,40.0,<=7jt
27893,44,Pekerja Bebas Perusahaan,178510,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,31612000.0,60.0,<=7jt
27894,40,Pemerintah Lokal,36296,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,50.0,>7jt
27895,41,Wiraswasta,101290,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,40.0,<=7jt
27896,40,Pekerja Bebas Perusahaan,279914,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,33810000.0,40.0,>7jt
27897,32,Wiraswasta,50178,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,>7jt
27898,20,Wiraswasta,285295,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
27899,31,Wiraswasta,196791,Sekolah Professional,15,Cerai,Spesialis,Perempuan,0.0,0.0,45.0,>7jt
27900,22,Wiraswasta,283029,9th,5,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,54.0,<=7jt
27901,33,Pemerintah Lokal,96480,Master,14,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
27902,59,Wiraswasta,199713,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
27903,36,Wiraswasta,300829,D3,12,Cerai,Pemuka Agama,Perempuan,0.0,0.0,42.0,<=7jt
27904,23,?,24008,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,24066000.0,40.0,<=7jt
27905,39,Pekerja Bebas Bukan Perusahan,247975,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,30.0,<=7jt
27906,20,Wiraswasta,306639,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,20.0,<=7jt
27907,26,Wiraswasta,206721,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,50.0,<=7jt
27908,27,Pemerintah Provinsi,182637,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,45.0,>7jt
27909,43,Wiraswasta,210013,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
27910,31,Wiraswasta,25610,SD,1,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,25.0,<=7jt
27911,65,Wiraswasta,190568,SMA,9,Janda,Pemuka Agama,Perempuan,0.0,11340000.0,36.0,<=7jt
27912,31,Pemerintah Lokal,32593,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
27913,60,Wiraswasta,147473,SMA,9,Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
27914,46,Wiraswasta,321327,Pendidikan Tinggi,10,Menikah,Supir,Laki2,102172000.0,0.0,45.0,>7jt
27915,54,Wiraswasta,118108,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
27916,37,Wiraswasta,148143,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
27917,19,Wiraswasta,84610,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,<=7jt
27918,33,Wiraswasta,116508,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
27919,60,Pekerja Bebas Bukan Perusahan,121076,Doktor,16,Cerai,Sales,Laki2,0.0,0.0,20.0,<=7jt
27920,53,Wiraswasta,151411,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,45.0,>7jt
27921,38,Pemerintah Lokal,68781,Pendidikan Tinggi,10,Menikah,Penjaga,Laki2,0.0,0.0,40.0,<=7jt
27922,30,Wiraswasta,280069,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,48.0,<=7jt
27923,17,Wiraswasta,202344,10th,6,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,25.0,<=7jt
27924,50,Wiraswasta,224207,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
27925,42,Wiraswasta,252058,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
27926,32,Wiraswasta,220333,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,102172000.0,0.0,46.0,>7jt
27927,50,Wiraswasta,121411,12th,8,Cerai,Supir,Laki2,0.0,0.0,40.0,<=7jt
27928,58,Wiraswasta,51662,10th,6,Menikah,Servis Lainnya,Perempuan,0.0,0.0,8.0,<=7jt
27929,39,Wiraswasta,206298,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
27930,64,?,104756,Pendidikan Tinggi,10,Janda,?,Perempuan,0.0,0.0,8.0,<=7jt
27931,27,Wiraswasta,167501,Sarjana,13,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
27932,64,?,267198,Sekolah Professional,15,Menikah,?,Laki2,0.0,0.0,16.0,<=7jt
27933,31,Wiraswasta,193650,11th,7,Cerai,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
27934,29,?,339100,11th,7,Cerai,?,Perempuan,47852000.0,0.0,48.0,<=7jt
27935,27,Wiraswasta,176683,D4,11,Menikah,Servis Lainnya,Laki2,0.0,0.0,60.0,<=7jt
27936,36,Pemerintah Negara,37931,SMA,9,Menikah,Penjaga,Laki2,0.0,0.0,48.0,>7jt
27937,70,Pekerja Bebas Perusahaan,207938,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,33278000.0,50.0,>7jt
27938,19,Wiraswasta,177945,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,25.0,<=7jt
27939,22,Wiraswasta,100188,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,20.0,<=7jt
27940,64,Wiraswasta,121036,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,>7jt
27941,40,Wiraswasta,240027,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,45.0,<=7jt
27942,44,Pemerintah Provinsi,320451,Sarjana,13,Menikah,Spesialis,Laki2,210336000.0,0.0,40.0,>7jt
27943,59,Pemerintah Negara,268700,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
27944,22,Wiraswasta,321031,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,<=7jt
27945,39,Pemerintah Lokal,352628,D3,12,Menikah,Perbaikan Kerajinan,Perempuan,0.0,0.0,50.0,>7jt
27946,21,Wiraswasta,307315,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
27947,31,Wiraswasta,169240,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
27948,33,Pemerintah Provinsi,331615,Doktor,16,Menikah,Spesialis,Laki2,0.0,25872000.0,40.0,>7jt
27949,26,Wiraswasta,138537,11th,7,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,<=7jt
27950,22,Wiraswasta,298227,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,35.0,<=7jt
27951,58,Wiraswasta,205410,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
27952,19,Wiraswasta,151506,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,<=7jt
27953,33,Wiraswasta,176673,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
27954,29,Pemerintah Provinsi,184723,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,>7jt
27955,26,Wiraswasta,313473,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,30.0,<=7jt
27956,32,Wiraswasta,97281,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
27957,43,Wiraswasta,177937,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
27958,35,Wiraswasta,302149,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,>7jt
27959,28,Wiraswasta,197905,Pendidikan Tinggi,10,Janda,Perbaikan Kerajinan,Laki2,0.0,0.0,60.0,<=7jt
27960,34,Wiraswasta,235271,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,86.0,>7jt
27961,76,Wiraswasta,142535,SMA,9,Janda,Pemuka Agama,Laki2,0.0,0.0,6.0,<=7jt
27962,27,Wiraswasta,297296,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
27963,18,Wiraswasta,130652,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,25.0,<=7jt
27964,27,Pemerintah Negara,212232,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
27965,48,Wiraswasta,349986,Sekolah Professional,15,Menikah,Spesialis,Laki2,1399986000.0,0.0,50.0,>7jt
27966,37,Pekerja Bebas Perusahaan,99452,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0.0,0.0,55.0,>7jt
27967,34,Wiraswasta,165737,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,43.0,>7jt
27968,42,Wiraswasta,184018,Master,14,Menikah,Sales,Laki2,0.0,0.0,45.0,>7jt
27969,62,Pekerja Bebas Bukan Perusahan,197353,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,24360000.0,40.0,<=7jt
27970,46,Wiraswasta,114797,SMA,9,Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,36.0,<=7jt
27971,83,?,251951,SMA,9,Janda,?,Perempuan,0.0,0.0,20.0,<=7jt
27972,66,Wiraswasta,236784,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,8.0,<=7jt
27973,66,Wiraswasta,134130,Sarjana,13,Janda,Servis Lainnya,Laki2,0.0,0.0,12.0,<=7jt
27974,36,Wiraswasta,104213,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
27975,25,Wiraswasta,234263,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
27976,24,Wiraswasta,382146,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
27977,59,Wiraswasta,97213,SMA,9,Menikah,Petani,Laki2,0.0,0.0,40.0,>7jt
27978,46,Wiraswasta,86220,Sarjana,13,Cerai,Sales,Perempuan,0.0,0.0,40.0,<=7jt
27979,18,Wiraswasta,195372,11th,7,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,20.0,<=7jt
27980,34,Wiraswasta,256362,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,>7jt
27981,25,Wiraswasta,176836,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,60.0,<=7jt
27982,17,?,202521,11th,7,Belum Pernah Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
27983,19,Wiraswasta,263568,10th,6,Belum Pernah Menikah,Pembersih,Laki2,8316000.0,0.0,35.0,<=7jt
27984,24,Wiraswasta,585203,Sarjana,13,Menikah,Ekesekutif Managerial,Perempuan,107632000.0,0.0,45.0,>7jt
27985,39,Wiraswasta,192337,Sarjana,13,Berpisah,Sales,Laki2,0.0,0.0,50.0,<=7jt
27986,24,Wiraswasta,744929,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
27987,49,Wiraswasta,268234,10th,6,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
27988,58,Wiraswasta,49893,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
27989,51,Pemerintah Negara,103063,Sarjana,13,Menikah,Penjaga,Laki2,102172000.0,0.0,40.0,>7jt
27990,23,Wiraswasta,38151,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
27991,53,Pemerintah Provinsi,130703,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
27992,34,Wiraswasta,182177,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,46550000.0,0.0,35.0,<=7jt
27993,45,Pemerintah Lokal,188823,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,50.0,>7jt
27994,28,Wiraswasta,197222,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,38.0,<=7jt
27995,18,Wiraswasta,168740,11th,7,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,30.0,<=7jt
27996,26,Wiraswasta,110103,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,24668000.0,40.0,<=7jt
27997,18,Wiraswasta,227529,SMA,9,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
27998,57,Pekerja Bebas Perusahaan,165881,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
27999,54,Wiraswasta,37289,Master,14,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,55.0,>7jt
28000,73,Pekerja Bebas Bukan Perusahan,30958,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,25.0,<=7jt
28001,38,Wiraswasta,393945,D4,11,Cerai,Tech-support,Perempuan,0.0,0.0,36.0,<=7jt
28002,35,Wiraswasta,207676,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
28003,23,Pemerintah Negara,33551,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,38.0,<=7jt
28004,38,Wiraswasta,27408,SMA,9,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,60.0,<=7jt
28005,55,Pemerintah Provinsi,321333,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,>7jt
28006,50,Wiraswasta,313297,5th-6th,3,Cerai,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
28007,32,Wiraswasta,257043,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,42.0,<=7jt
28008,18,Wiraswasta,190776,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,30.0,<=7jt
28009,39,Wiraswasta,190987,D4,11,Cerai,Pemuka Agama,Perempuan,0.0,0.0,50.0,<=7jt
28010,73,?,123345,SMA,9,Janda,?,Perempuan,0.0,0.0,65.0,<=7jt
28011,76,?,191024,Sarjana,13,Menikah,?,Laki2,0.0,0.0,30.0,<=7jt
28012,47,Wiraswasta,191957,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,40.0,>7jt
28013,32,Wiraswasta,399088,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,45.0,<=7jt
28014,40,Wiraswasta,115932,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,60.0,>7jt
28015,30,Wiraswasta,215182,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
28016,18,Wiraswasta,434430,SMA,9,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,30.0,<=7jt
28017,29,Wiraswasta,129856,D4,11,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
28018,25,Wiraswasta,131463,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
28019,50,Pemerintah Negara,133014,D4,11,Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
28020,31,Pemerintah Lokal,178449,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
28021,28,?,196971,Sarjana,13,Belum Pernah Menikah,?,Perempuan,0.0,0.0,43.0,<=7jt
28022,38,Pekerja Bebas Perusahaan,159179,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,45.0,>7jt
28023,55,Wiraswasta,61708,SMA,9,Menikah,Pemuka Agama,Laki2,89852000.0,0.0,50.0,>7jt
28024,58,Wiraswasta,216941,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
28025,31,Wiraswasta,256680,D3,12,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
28026,24,Pemerintah Lokal,452640,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Laki2,200816000.0,0.0,50.0,>7jt
28027,54,Wiraswasta,24108,Pendidikan Tinggi,10,Berpisah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
28028,51,Wiraswasta,169785,Sarjana,13,Menikah LDR,Ekesekutif Managerial,Perempuan,0.0,0.0,60.0,>7jt
28029,52,Pemerintah Negara,101119,11th,7,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
28030,44,Wiraswasta,174051,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,35.0,<=7jt
28031,64,Pekerja Bebas Bukan Perusahan,178472,9th,5,Berpisah,Supir,Laki2,0.0,0.0,45.0,<=7jt
28032,66,?,213477,7th-8th,4,Cerai,?,Laki2,0.0,0.0,10.0,<=7jt
28033,39,Wiraswasta,130620,7th-8th,4,Menikah LDR,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
28034,19,Wiraswasta,299050,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,20.0,<=7jt
28035,47,Pekerja Bebas Bukan Perusahan,479611,Sarjana,13,Cerai,Sales,Laki2,0.0,0.0,50.0,<=7jt
28036,28,Wiraswasta,270887,D3,12,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,65.0,<=7jt
28037,40,Pekerja Bebas Perusahaan,104235,Master,14,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,99.0,<=7jt
28038,34,Wiraswasta,118584,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
28039,33,Wiraswasta,186884,SMA,9,Menikah LDR,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
28040,27,Wiraswasta,205145,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
28041,32,Wiraswasta,130007,10th,6,Cerai,Sales,Perempuan,0.0,0.0,35.0,<=7jt
28042,46,Wiraswasta,105253,Master,14,Menikah,Spesialis,Laki2,0.0,27678000.0,50.0,>7jt
28043,23,Pemerintah Negara,215443,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,15.0,<=7jt
28044,62,Wiraswasta,72886,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
28045,32,Wiraswasta,131224,SMA,9,Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
28046,29,Wiraswasta,187746,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
28047,51,Wiraswasta,145409,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,>7jt
28048,18,?,266287,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,25.0,<=7jt
28049,73,?,145748,SMA,9,Menikah,?,Laki2,0.0,0.0,8.0,<=7jt
28050,29,Wiraswasta,271328,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,65100000.0,0.0,40.0,<=7jt
28051,21,?,102323,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,30.0,<=7jt
28052,21,?,219835,D4,11,Belum Pernah Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
28053,21,Wiraswasta,48121,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
28054,65,Wiraswasta,222810,D4,11,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
28055,33,Pekerja Bebas Bukan Perusahan,249249,5th-6th,3,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,>7jt
28056,76,Pekerja Bebas Perusahaan,120796,9th,5,Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
28057,26,Pekerja Bebas Bukan Perusahan,109162,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,25.0,<=7jt
28058,38,Wiraswasta,103751,9th,5,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
